48.477;6.3159
48.5686;6.1885
48.4457;6.5661
48.5554;6.3926
48.4881;6.696
49.31;5.7694
49.3693;5.896
49.2852;5.8937
49.2095;5.9346
49.3061;5.7915
49.099;5.8855
49.2242;5.9944
49.1518;5.8858
48.5947;6.3328
48.6269;6.3513
48.6685;6.1983
48.6644;6.2003
48.6589;6.2251
48.6573;6.2324
48.6589;6.2251
48.5954;6.3329
48.6282;6.2918
48.6315;6.2986
48.6315;6.2986
48.6132;6.2549
48.6314;6.2988
48.6719;6.209
49.5319;5.7608
49.5319;5.7608
49.5178;5.7661
49.5472;5.7892
49.4838;5.7053
49.523;5.7961
49.5033;5.733
49.4455;5.8353
48.5624;6.4663
48.598;6.4885
48.5812;6.9454
48.5829;6.5083
48.698;6.1642
48.6989;6.1796
48.6989;6.1796
48.6989;6.1796
48.6879;6.1794
48.7029;6.177
48.7029;6.177
48.7008;6.1709
48.698;6.1642
48.6871;6.1883
48.6887;6.1786
48.6819;6.1921
48.6739;6.173
48.7029;6.177
48.7029;6.177
48.6829;6.1703
48.6896;6.1702
48.698;6.1642
48.698;6.1642
48.6989;6.1796
48.6971;6.1784
48.7029;6.177
48.6896;6.1702
48.6783;6.1454
48.7135;6.1648
48.6783;6.1454
48.6843;6.1623
48.6902;6.1402
48.7135;6.1648
48.7135;6.1648
48.7135;6.1648
48.6855;6.1426
48.6843;6.1623
48.6843;6.1623
48.6823;6.1556
48.7135;6.1648
48.6823;6.1556
48.6823;6.1556
48.7583;6.1611
48.7923;6.1995
48.7318;6.1639
48.7278;6.1584
48.7318;6.1639
48.7112;6.1849
48.745;6.2207
48.7499;6.0841
48.7932;6.1621
48.7103;6.1859
48.7912;6.1428
48.7499;6.0841
48.8378;6.07
48.842;6.2414
48.7987;6.1057
48.9813;6.0246
48.9055;6.0498
48.902;6.0579
48.9046;6.0595
48.779;6.3536
48.7427;6.3481
48.7427;6.3481
48.7063;6.2221
48.7063;6.2221
48.6991;6.2217
48.7063;6.2209
48.7119;6.2637
48.679;6.2203
48.679;6.2203
48.6808;5.7855
48.6705;5.91
48.6902;5.889
48.4639;5.957
48.5295;5.8918
48.5295;5.8918
48.7303;5.9783
48.766;5.8634
48.6812;5.8799
48.669;5.8826
48.681;5.7918
48.8181;5.9303
48.5473;5.7785
48.5493;5.9103
48.663;6.1813
48.663;6.1813
48.6675;6.1712
48.6675;6.1712
48.6625;6.1701
48.6209;6.1605
48.6492;6.152
48.6642;6.1852
48.6209;6.1605
48.6684;6.1778
48.6612;6.1779
48.6136;6.1708
48.5843;6.0613
48.6735;6.1547
48.6735;6.1547
48.6184;6.0903
48.6963;6.0304
48.6148;6.1061
48.4319;6.1741
48.4881;6.0912
48.6697;6.1459
48.3946;6.1307
48.6184;6.0903
48.659;6.1112
48.659;6.1112
48.5111;6.2201
