34.0
22.0
49.0
33.0
45.0
73.0
62.0
67.0
55.0
74.0
49.0
54.0
55.0
28.0
30.0
15.0
17.0
18.0
19.0
18.0
26.0
25.0
24.0
24.0
24.0
24.0
16.0
74.0
74.0
74.0
77.0
78.0
74.0
74.0
67.0
35.0
34.0
57.0
36.0
2.0
6.0
6.0
6.0
8.0
6.0
6.0
2.0
2.0
12.0
8.0
14.0
13.0
6.0
6.0
9.0
7.0
2.0
2.0
6.0
14.0
6.0
7.0
13.0
5.0
13.0
8.0
-10
5.0
5.0
5.0
11.0
8.0
8.0
9.0
5.0
9.0
9.0
8.0
16.0
9.0
10.0
9.0
9.0
12.0
15.0
13.0
9.0
9.0
15.0
16.0
25.0
13.0
33.0
22.0
21.0
18.0
26.0
23.0
23.0
14.0
14.0
16.0
14.0
20.0
18.0
18.0
30.0
20.0
24.0
201.0
33.0
33.0
22.0
29.0
22.0
23.0
30.0
25.0
472.0
-10
17.0
17.0
15.0
15.0
17.0
21.0
15.0
16.0
21.0
14.0
18.0
20.0
27.0
12.0
12.0
23.0
51.0
22.0
36.0
32.0
14.0
42.0
23.0
19.0
19.0
28.0
